
Currently Loaded Modules:
  1) gcc/11.2.0   2) anaconda3/2021.05   3) cuda/11.7.0   4) cudnn/8.4.1.50

 

job is starting on gpub019.delta.internal.ncsa.edu
2022-07-28 00:02:14.897633: I tensorflow/core/platform/cpu_feature_guard.cc:151] This TensorFlow binary is optimized with oneAPI Deep Neural Network Library (oneDNN) to use the following CPU instructions in performance-critical operations:  AVX2 FMA
To enable them in other operations, rebuild TensorFlow with the appropriate compiler flags.
2022-07-28 00:02:22.798513: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1525] Created device /job:localhost/replica:0/task:0/device:GPU:0 with 43525 MB memory:  -> device: 0, name: NVIDIA A40, pci bus id: 0000:85:00.0, compute capability: 8.6
2022-07-28 00:02:43.483109: I tensorflow/stream_executor/cuda/cuda_dnn.cc:368] Loaded cuDNN version 8401
raw directories:
/u/skhan/stem-learning/data/STO/STO_0/exp_1K/
/u/skhan/stem-learning/data/STO/STO_0/sim_1K/
256 directories:
/u/skhan/stem-learning/data/STO/STO_0/exp_1K_256_slices/
/u/skhan/stem-learning/data/STO/STO_0/sim_1K_gauss_0.4_256_slices/
parsing directories
loading checkpoint  /u/skhan/stem-learning/cycle_gan_results/checkpoints/checkpoint_20220727_MODEL_unet_ident_gen_fft_10_SIM_pristine_gaussian_0.4_EXP_STO_0/ckpt-1
Latest checkpoint restored!
batch_idxs =  224
total epochs =  53.0
loading at epoch  4
4 0.002
[0/224]: 0.9150211811065674
[1/224]: 0.10774773643130348
[2/224]: 0.06279303346361433
[3/224]: 0.05930086544581822
[4/224]: 0.058544158935546875
[5/224]: 0.05845135734194801
[6/224]: 0.06073873951321557
[7/224]: 0.05668208144959949
[8/224]: 0.058938026428222656
[9/224]: 0.0602729150227138
[10/224]: 0.05845867452167329
[11/224]: 0.05818531626746768
[12/224]: 0.05848322028205508
[13/224]: 0.059129646846226284
[14/224]: 0.05571361950465611
[15/224]: 0.06043929713112967
[16/224]: 0.05460978121984573
[17/224]: 0.058802769297645205
[18/224]: 0.06264661607288179
[19/224]: 0.061409950256347656
[20/224]: 0.06354170186179024
[21/224]: 0.05944788455963135
[22/224]: 0.06956569353739421
[23/224]: 0.06790134452638172
[24/224]: 0.06425319966815767
[25/224]: 0.05700216406867618
[26/224]: 0.05900422732035319
[27/224]: 0.060914737837655206
[28/224]: 0.05948491891225179
[29/224]: 0.054867642266409736
[30/224]: 0.059142657688685825
[31/224]: 0.05609928426288423
[32/224]: 0.06953149750119164
[33/224]: 0.09207434881301153
[34/224]: 0.05662235191890171
[35/224]: 0.05543535663968041
[36/224]: 0.05595510914212182
[37/224]: 0.0584296669278826
[38/224]: 0.05745086783454532
[39/224]: 0.054567603837876094
[40/224]: 0.05742123013450986
[41/224]: 0.058060861769176665
[42/224]: 0.055256769770667666
[43/224]: 0.05597522712889172
[44/224]: 0.055441243307931085
[45/224]: 0.05814042545500256
[46/224]: 0.057323484193711055
[47/224]: 0.05795855749221075
[48/224]: 0.05809631234123593
[49/224]: 0.05646548384711856
[50/224]: 0.05947972479320708
[51/224]: 0.05636529695420038
[52/224]: 0.05588216441018241
[53/224]: 0.0561200323558989
[54/224]: 0.06365651743752616
[55/224]: 0.05761372475397019
[56/224]: 0.05479181380498977
[57/224]: 0.06189186232430594
[58/224]: 0.05998542195274716
[59/224]: 0.11835408210754395
[60/224]: 0.05651321297600156
[61/224]: 0.05830371379852295
[62/224]: 0.057145606903802784
[63/224]: 0.057652797017778666
[64/224]: 0.058704376220703125
[65/224]: 0.05500748043968564
[66/224]: 0.05818070116497222
[67/224]: 0.05828661010378883
[68/224]: 0.08309137253534227
[69/224]: 0.05687476907457624
[70/224]: 0.056731195676894414
[71/224]: 0.05684421176002139
[72/224]: 0.06021437758491153
[73/224]: 0.05791118599119641
[74/224]: 0.05922434443519229
[75/224]: 0.060823190779913036
[76/224]: 0.055477539698282875
[77/224]: 0.05870968954903739
[78/224]: 0.06074301401774088
[79/224]: 0.05998859519050235
[80/224]: 0.057863808813549224
[81/224]: 0.059053074745904835
[82/224]: 0.058709303538004555
[83/224]: 0.07188904853094191
[84/224]: 0.08983252729688372
[85/224]: 0.056741799627031596
[86/224]: 0.05640270596458798
[87/224]: 0.05754504884992327
[88/224]: 0.06088174524761382
[89/224]: 0.056677454993838354
[90/224]: 0.05976099627358573
[91/224]: 0.06025494280315581
[92/224]: 0.0576300166902088
[93/224]: 0.05685822736649286
[94/224]: 0.05782476493290493
[95/224]: 0.060358314287094844
[96/224]: 0.05752518631163098
[97/224]: 0.06064672129494803
[98/224]: 0.061366455895560126
[99/224]: 0.060488774662926084
[100/224]: 0.06011980488186791
[101/224]: 0.05814379737490699
[102/224]: 0.05675846054440453
[103/224]: 0.06094636235918317
[104/224]: 0.061256056740170435
[105/224]: 0.058789366767519995
[106/224]: 0.05741490636553083
[107/224]: 0.059195819355192636
[108/224]: 0.055088741438729424
[109/224]: 0.062499375570388066
[110/224]: 0.07027534076145717
[111/224]: 0.05557180018652053
[112/224]: 0.05816426163627988
[113/224]: 0.05728687558855329
[114/224]: 0.055769102913992744
[115/224]: 0.059554860705421084
[116/224]: 0.05727058365231469
[117/224]: 0.05621261256081717
[118/224]: 0.060954071226574126
[119/224]: 0.06092565967923119
[120/224]: 0.05949343386150542
[121/224]: 0.057691914694649835
[122/224]: 0.06116971515473865
[123/224]: 0.060233502160935176
[124/224]: 0.05930326098487491
[125/224]: 0.0560594570069086
[126/224]: 0.05969259284791492
[127/224]: 0.06378739788418725
[128/224]: 0.056505736850556876
[129/224]: 0.058845843587602885
[130/224]: 0.06718961965470087
[131/224]: 0.055161510195050924
[132/224]: 0.0685856853212629
[133/224]: 0.05837852614266532
[134/224]: 0.06302994205838158
[135/224]: 0.05782765433901832
[136/224]: 0.06606528304872059
[137/224]: 0.05459670225779215
[138/224]: 0.05830536002204532
[139/224]: 0.05927708603086926
[140/224]: 0.05773381959824335
[141/224]: 0.05763479073842367
[142/224]: 0.05643892288208008
[143/224]: 0.061851512818109425
[144/224]: 0.06420401164463588
[145/224]: 0.060858698118300664
[146/224]: 0.05994940939403716
[147/224]: 0.057279989832923525
[148/224]: 0.05480152652377174
[149/224]: 0.06424021153222947
[150/224]: 0.056428233782450356
[151/224]: 0.05856183597019741
[152/224]: 0.05780399980999175
[153/224]: 0.05620092437380836
[154/224]: 0.062343784740992954
[155/224]: 0.06055789902096703
[156/224]: 0.05830157938457671
[157/224]: 0.06190633773803711
[158/224]: 0.05536216213589623
[159/224]: 0.05820489497411819
[160/224]: 0.06481606619698661
[161/224]: 0.06554609820956275
[162/224]: 0.0637913431440081
[163/224]: 0.057955968947637646
[164/224]: 0.05797221547081357
[165/224]: 0.06363553660256523
[166/224]: 0.05620068027859643
[167/224]: 0.05723550206138974
[168/224]: 0.060613155364990234
[169/224]: 0.05700000127156576
[170/224]: 0.057632241930280416
[171/224]: 0.06394730295453753
[172/224]: 0.05943503833952404
[173/224]: 0.05712219079335531
[174/224]: 0.06374328477042061
[175/224]: 0.059494642984299434
[176/224]: 0.055731614430745445
