
Currently Loaded Modules:
  1) gcc/11.2.0   2) anaconda3/2021.05   3) cuda/11.7.0   4) cudnn/8.4.1.50

 

job is starting on gpub048.delta.internal.ncsa.edu
2022-07-28 00:02:14.897656: I tensorflow/core/platform/cpu_feature_guard.cc:151] This TensorFlow binary is optimized with oneAPI Deep Neural Network Library (oneDNN) to use the following CPU instructions in performance-critical operations:  AVX2 FMA
To enable them in other operations, rebuild TensorFlow with the appropriate compiler flags.
2022-07-28 00:02:22.236457: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1525] Created device /job:localhost/replica:0/task:0/device:GPU:0 with 43525 MB memory:  -> device: 0, name: NVIDIA A40, pci bus id: 0000:85:00.0, compute capability: 8.6
2022-07-28 00:02:43.588509: I tensorflow/stream_executor/cuda/cuda_dnn.cc:368] Loaded cuDNN version 8401
raw directories:
/u/skhan/stem-learning/data/Gr/Gr_0/exp_1K/
/u/skhan/stem-learning/data/Gr/Gr_0/sim_1K/
256 directories:
/u/skhan/stem-learning/data/Gr/Gr_0/exp_1K_256_slices/
/u/skhan/stem-learning/data/Gr/Gr_0/sim_1K_gauss_0.8_256_slices/
parsing directories
loading checkpoint  /u/skhan/stem-learning/cycle_gan_results/checkpoints/checkpoint_20220727_MODEL_unet_ident_gen_fft_10_SIM_pristine_gaussian_0.8_EXP_Gr_0/ckpt-1
Latest checkpoint restored!
batch_idxs =  129
total epochs =  92.0
loading at epoch  4
4 0.002
[0/129]: 0.9386801776431856
[1/129]: 0.07955541497185117
[2/129]: 0.04980489753541492
[3/129]: 0.04979562759399414
[4/129]: 0.05797491187141055
[5/129]: 0.05256710166022891
[6/129]: 0.052205925896054224
[7/129]: 0.0570307005019415
[8/129]: 0.0506313301268078
[9/129]: 0.05037959416707357
[10/129]: 0.04745179130917504
[11/129]: 0.05348452499934605
[12/129]: 0.05074792816525414
[13/129]: 0.053892351332164946
[14/129]: 0.05309117975689116
[15/129]: 0.05575556414467948
[16/129]: 0.052552927108038036
[17/129]: 0.06028313296181815
[18/129]: 0.050326722008841376
[19/129]: 0.05043347676595052
[20/129]: 0.05269334429786319
[21/129]: 0.06200344789595831
[22/129]: 0.08734088852292016
[23/129]: 0.06121831848507836
[24/129]: 0.11960756778717041
[25/129]: 0.05332807132175991
[26/129]: 0.05339619659242176
[27/129]: 0.052865550631568545
[28/129]: 0.05144878228505453
[29/129]: 0.05444829236893427
[30/129]: 0.052532008716038296
[31/129]: 0.05805395330701556
[32/129]: 0.05160907904307047
[33/129]: 0.05179057234809512
[34/129]: 0.05218472367241269
[35/129]: 0.05169350192660377
[36/129]: 0.04931047416868664
[37/129]: 0.052271848633175806
[38/129]: 0.05029979773930141
[39/129]: 0.051832238833109535
[40/129]: 0.05519812447684152
[41/129]: 0.05123320079985119
[42/129]: 0.05489020688193185
[43/129]: 0.05068587689172654
[44/129]: 0.06345275470188685
[45/129]: 0.05360920088631766
[46/129]: 0.05367962519327799
[47/129]: 0.0523966494060698
[48/129]: 0.04969836416698638
[49/129]: 0.054141294388543995
[50/129]: 0.05338022822425479
[51/129]: 0.05284904298328218
[52/129]: 0.05059777555011567
[53/129]: 0.05112311385926746
[54/129]: 0.05203711418878464
[55/129]: 0.05384524663289388
[56/129]: 0.056530333700634185
[57/129]: 0.052000505583626885
[58/129]: 0.05286015783037458
[59/129]: 0.05256324722653344
[60/129]: 0.05403674216497512
[61/129]: 0.05160625207991827
[62/129]: 0.051479617754618325
[63/129]: 0.05707204341888428
[64/129]: 0.054464493479047506
[65/129]: 0.0598480190549578
[66/129]: 0.051617701848347984
[67/129]: 0.05627703099023728
[68/129]: 0.05165835789271763
[69/129]: 0.05376673880077544
[70/129]: 0.05302903765723819
[71/129]: 0.0513893309093657
[72/129]: 0.052214645204089936
[73/129]: 0.05865548905872163
[74/129]: 0.05260556084769113
[75/129]: 0.08989840462094262
[76/129]: 0.05767640045710972
[77/129]: 0.05481240295228504
[78/129]: 0.05825391837528774
[79/129]: 0.05864462966010684
