
Currently Loaded Modules:
  1) gcc/11.2.0   2) anaconda3/2021.05   3) cuda/11.7.0   4) cudnn/8.4.1.50

 

job is starting on gpub020.delta.internal.ncsa.edu
2022-07-28 00:02:14.891104: I tensorflow/core/platform/cpu_feature_guard.cc:151] This TensorFlow binary is optimized with oneAPI Deep Neural Network Library (oneDNN) to use the following CPU instructions in performance-critical operations:  AVX2 FMA
To enable them in other operations, rebuild TensorFlow with the appropriate compiler flags.
2022-07-28 00:02:21.382254: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1525] Created device /job:localhost/replica:0/task:0/device:GPU:0 with 43525 MB memory:  -> device: 0, name: NVIDIA A40, pci bus id: 0000:46:00.0, compute capability: 8.6
2022-07-28 00:02:43.194680: I tensorflow/stream_executor/cuda/cuda_dnn.cc:368] Loaded cuDNN version 8401
raw directories:
/u/skhan/stem-learning/data/STO/STO_2/exp_1K/
/u/skhan/stem-learning/data/STO/STO_2/sim_1K/
256 directories:
/u/skhan/stem-learning/data/STO/STO_2/exp_1K_256_slices/
/u/skhan/stem-learning/data/STO/STO_2/sim_1K_gauss_0.2_256_slices/
parsing directories
loading checkpoint  /u/skhan/stem-learning/cycle_gan_results/checkpoints/checkpoint_20220727_MODEL_unet_ident_gen_fft_10_SIM_pristine_gaussian_0.2_EXP_STO_2/ckpt-1
Latest checkpoint restored!
batch_idxs =  224
total epochs =  53.0
loading at epoch  4
4 0.002
[0/224]: 0.9282030264536539
[1/224]: 0.08505424999055408
[2/224]: 0.05823534443264916
[3/224]: 0.05844998359680176
[4/224]: 0.05985748767852783
[5/224]: 0.05659025623684838
[6/224]: 0.0559882436479841
[7/224]: 0.053521678561256045
[8/224]: 0.05698945408775693
[9/224]: 0.0554830687386649
[10/224]: 0.056859334309895836
[11/224]: 0.057969070616222564
[12/224]: 0.07648201215834845
[13/224]: 0.06038192907969157
[14/224]: 0.056743928364345005
[15/224]: 0.05439037368411109
[16/224]: 0.054755051930745445
[17/224]: 0.054950714111328125
[18/224]: 0.05688996542067755
[19/224]: 0.06244021370297387
[20/224]: 0.05319292772383917
[21/224]: 0.058276914414905366
[22/224]: 0.0848483301344372
[23/224]: 0.06572056951976958
[24/224]: 0.05635420481363932
[25/224]: 0.06064654531933013
[26/224]: 0.054709610484895255
[27/224]: 0.0601649454661778
[28/224]: 0.056067035311744326
[29/224]: 0.05562935556684222
[30/224]: 0.055493769191560294
[31/224]: 0.0538089048294794
[32/224]: 0.05664817492167155
[33/224]: 0.06506734234946114
[34/224]: 0.05486692701067243
[35/224]: 0.06453860373724074
[36/224]: 0.05769007546561105
[37/224]: 0.053781106358482725
[38/224]: 0.055661099297659736
[39/224]: 0.05665868804568336
[40/224]: 0.0639203048887707
[41/224]: 0.05451122919718424
[42/224]: 0.056636208579653784
[43/224]: 0.05348970776512509
[44/224]: 0.053907825833275205
[45/224]: 0.05959751492454892
[46/224]: 0.0558560916355678
[47/224]: 0.05834467638106573
[48/224]: 0.053361007145472934
[49/224]: 0.055384652955191474
[50/224]: 0.052676876386006675
[51/224]: 0.055491061437697636
[52/224]: 0.07840682779039655
[53/224]: 0.0559478033156622
[54/224]: 0.05375685578300839
[55/224]: 0.054153272083827426
[56/224]: 0.06045745667957124
[57/224]: 0.05327446120125907
[58/224]: 0.05400359062921433
[59/224]: 0.053288175946190244
[60/224]: 0.053983904066539946
[61/224]: 0.05483865170251755
[62/224]: 0.05427250975654239
[63/224]: 0.05495217868259975
[64/224]: 0.05404334976559594
[65/224]: 0.05297956012544178
[66/224]: 0.057528263046627955
[67/224]: 0.05345797538757324
[68/224]: 0.05710216363271078
[69/224]: 0.05512998217628116
[70/224]: 0.05510748000372024
[71/224]: 0.053858013380141484
[72/224]: 0.07019124712262835
[73/224]: 0.053898589951651435
[74/224]: 0.05553013937813895
[75/224]: 0.055445529165722075
[76/224]: 0.06012827441805885
[77/224]: 0.05688446476345971
[78/224]: 0.06411784603482201
[79/224]: 0.07190789495195661
[80/224]: 0.06962465672265916
[81/224]: 0.05803036689758301
[82/224]: 0.05512294882819766
[83/224]: 0.06185898326692127
[84/224]: 0.05681142352876209
[85/224]: 0.05917894272577195
[86/224]: 0.05671933719090053
[87/224]: 0.056762167385646274
[88/224]: 0.055301547050476074
[89/224]: 0.06274280661628359
[90/224]: 0.054078170231410434
[91/224]: 0.05821388676053002
[92/224]: 0.059371539524623325
[93/224]: 0.05580440021696545
[94/224]: 0.05596652485075451
[95/224]: 0.05481780710674468
[96/224]: 0.05700117065792992
[97/224]: 0.05514024552844819
[98/224]: 0.06260652201516288
[99/224]: 0.05513178166889009
[100/224]: 0.05581033229827881
[101/224]: 0.05287607510884603
[102/224]: 0.05453731900169736
[103/224]: 0.06198216619945708
[104/224]: 0.05694439297630673
[105/224]: 0.054684962545122416
[106/224]: 0.05786978630792527
[107/224]: 0.056072865213666646
[108/224]: 0.05572537581125895
[109/224]: 0.05663224628993443
[110/224]: 0.05605894043332055
[111/224]: 0.055076792126610166
[112/224]: 0.053725657008943106
[113/224]: 0.05868694328126453
[114/224]: 0.05369045053209577
[115/224]: 0.055169905935014994
[116/224]: 0.06629795687539237
[117/224]: 0.054721713066101074
[118/224]: 0.05817608606247675
[119/224]: 0.05399020512898763
[120/224]: 0.0552280516851516
[121/224]: 0.059825471469334195
[122/224]: 0.054179049673534575
[123/224]: 0.05613991760072254
[124/224]: 0.05648417699904669
[125/224]: 0.056561248643057685
[126/224]: 0.055223357109796437
[127/224]: 0.05881807349977039
[128/224]: 0.05745922383807954
[129/224]: 0.07021493571145195
[130/224]: 0.061419827597481866
[131/224]: 0.061364054679870605
[132/224]: 0.058748881022135414
[133/224]: 0.06967175574529738
[134/224]: 0.05678693453470866
[135/224]: 0.055076672917320615
[136/224]: 0.05612213838668097
[137/224]: 0.0545362461180914
[138/224]: 0.06311223052796863
[139/224]: 0.057648601986113046
[140/224]: 0.06176104432060605
[141/224]: 0.05624832993461972
[142/224]: 0.057153474716913136
[143/224]: 0.054903240430922734
[144/224]: 0.055599241029648555
[145/224]: 0.057998878615243096
[146/224]: 0.05693358466738746
[147/224]: 0.055372215452648345
[148/224]: 0.051548884028480166
[149/224]: 0.05438915888468424
[150/224]: 0.053369272322881786
[151/224]: 0.05441786561693464
[152/224]: 0.057155001731145946
[153/224]: 0.05693097341628302
[154/224]: 0.0545633974529448
[155/224]: 0.05920813764844622
[156/224]: 0.06555671351296562
[157/224]: 0.05965554714202881
[158/224]: 0.05248919555119106
[159/224]: 0.05662431035723005
[160/224]: 0.057736351376488096
[161/224]: 0.056669973191760835
[162/224]: 0.05650882493881952
[163/224]: 0.05465550082070487
[164/224]: 0.05439998422350202
[165/224]: 0.054670952615283784
[166/224]: 0.05419152691250756
[167/224]: 0.05290646780104864
[168/224]: 0.05550341379074823
[169/224]: 0.05603695483434768
[170/224]: 0.05779044968741281
[171/224]: 0.05974344980149042
[172/224]: 0.05315776098342169
[173/224]: 0.055224407286871044
[174/224]: 0.05667581444694882
[175/224]: 0.05484502088455927
[176/224]: 0.05504738716852097
[177/224]: 0.05432858353569394
[178/224]: 0.0548817997887021
[179/224]: 0.05586901165190197
[180/224]: 0.05562098253340948
[181/224]: 0.059266919181460424
[182/224]: 0.05738264038449242
[183/224]: 0.09414662065960112
[184/224]: 0.05607029937562488
[185/224]: 0.0585097074508667
[186/224]: 0.0555758589789981
[187/224]: 0.056262447720482237
[188/224]: 0.054082087108067105
[189/224]: 0.054249877021426245
[190/224]: 0.05401921272277832
[191/224]: 0.05210449014391218
[192/224]: 0.05481077375866118
[193/224]: 0.05483848708016532
[194/224]: 0.05666204293568929
[195/224]: 0.052778488113766626
[196/224]: 0.05647931780133929
[197/224]: 0.05398510183606829
[198/224]: 0.05605232147943406
[199/224]: 0.052644417399451846
[200/224]: 0.053303610710870655
[201/224]: 0.056701677186148505
[202/224]: 0.05815256777263823
[203/224]: 0.056551672163463775
[204/224]: 0.05540296577271961
[205/224]: 0.05640222912742978
[206/224]: 0.05427683535076323
[207/224]: 0.08287944112505231
[208/224]: 0.08212376776195708
[209/224]: 0.099842559723627
[210/224]: 0.05634414014362153
[211/224]: 0.05666702701931908
[212/224]: 0.05454368818373907
[213/224]: 0.05470764636993408
[214/224]: 0.05393021447317941
[215/224]: 0.05565880026136126
[216/224]: 0.05311464128040132
[217/224]: 0.055094185329618905
[218/224]: 0.05581268242427281
[219/224]: 0.05614519686925979
[220/224]: 0.056152093978155224
[221/224]: 0.054696877797444664
[222/224]: 0.054667756670997256
[223/224]: 0.05957596074967157
[2K[2K37800 37800
TP: 17882
FP: 19918
FN: 10127
TN: 27673
recall:    0.6384376450426649
precision: 0.4730687830687831
accuracy:  0.602579365079365
37800 37800
TP: 21160
FP: 16640
FN: 28211
TN: 9589
recall:    0.42859168337688114
precision: 0.5597883597883598
accuracy:  0.4067328042328042
Saving checkpoint for epoch 5 at /u/skhan/stem-learning/cycle_gan_results/checkpoints/checkpoint_20220727_MODEL_unet_ident_gen_fft_10_SIM_pristine_gaussian_0.2_EXP_STO_2/ckpt-2
Time taken for epoch 5 is 585.6922376155853 sec

5 0.002
[0/224]: 0.05857015791393462
[1/224]: 0.06308658917744954
[2/224]: 0.11568965798332578
[3/224]: 0.05695725054967971
[4/224]: 0.058000865436735605
[5/224]: 0.0575696797597976
[6/224]: 0.060336101622808544
[7/224]: 0.057561851683117095
[8/224]: 0.06652458508809407
[9/224]: 0.05731675170716785
[10/224]: 0.05503639720735096
[11/224]: 0.054785001845586864
[12/224]: 0.05518239452725365
[13/224]: 0.059684310640607564
[14/224]: 0.058822438830421084
[15/224]: 0.05642559982481457
[16/224]: 0.055217952955336796
[17/224]: 0.06007163865225656
[18/224]: 0.06876992611658006
[19/224]: 0.06073013373783657
[20/224]: 0.09635060174124581
[21/224]: 0.0677168709891183
[22/224]: 0.0572010562533424
[23/224]: 0.056270815077282134
[24/224]: 0.05722721985408238
[25/224]: 0.0591202179590861
[26/224]: 0.05832458677746001
[27/224]: 0.05328093823932466
