
Currently Loaded Modules:
  1) gcc/11.2.0   2) anaconda3/2021.05   3) cuda/11.7.0   4) cudnn/8.4.1.50

 

job is starting on gpub046.delta.internal.ncsa.edu
2022-07-28 00:02:14.891819: I tensorflow/core/platform/cpu_feature_guard.cc:151] This TensorFlow binary is optimized with oneAPI Deep Neural Network Library (oneDNN) to use the following CPU instructions in performance-critical operations:  AVX2 FMA
To enable them in other operations, rebuild TensorFlow with the appropriate compiler flags.
2022-07-28 00:02:22.682212: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1525] Created device /job:localhost/replica:0/task:0/device:GPU:0 with 43525 MB memory:  -> device: 0, name: NVIDIA A40, pci bus id: 0000:c7:00.0, compute capability: 8.6
2022-07-28 00:02:40.247529: I tensorflow/stream_executor/cuda/cuda_dnn.cc:368] Loaded cuDNN version 8401
raw directories:
/u/skhan/stem-learning/data/STO/STO_1/exp_1K/
/u/skhan/stem-learning/data/STO/STO_1/sim_1K/
256 directories:
/u/skhan/stem-learning/data/STO/STO_1/exp_1K_256_slices/
/u/skhan/stem-learning/data/STO/STO_1/sim_1K_gauss_0.8_256_slices/
parsing directories
loading checkpoint  /u/skhan/stem-learning/cycle_gan_results/checkpoints/checkpoint_20220727_MODEL_unet_ident_gen_fft_10_SIM_pristine_gaussian_0.8_EXP_STO_1/ckpt-1
Latest checkpoint restored!
batch_idxs =  224
total epochs =  53.0
loading at epoch  4
4 0.002
[0/224]: 1.0083383719126384
[1/224]: 0.08556125277564638
[2/224]: 0.06888023444584437
[3/224]: 0.06655635720207578
[4/224]: 0.05623432568141392
[5/224]: 0.05633481911250523
[6/224]: 0.05603478068397159
[7/224]: 0.05569992178962344
[8/224]: 0.05621241387866792
[9/224]: 0.056369633901686894
[10/224]: 0.0555554571605864
[11/224]: 0.05733993507566906
[12/224]: 0.06434772128150576
[13/224]: 0.057545741399129234
[14/224]: 0.05598669392721994
[15/224]: 0.05695860158829462
[16/224]: 0.058073844228472025
[17/224]: 0.055974540256318595
[18/224]: 0.0575537227448963
[19/224]: 0.058446378934951054
[20/224]: 0.061041763850620816
[21/224]: 0.056643531436011904
[22/224]: 0.06503385021573022
[23/224]: 0.0725555419921875
[24/224]: 0.05927756286802746
[25/224]: 0.05720714160374233
[26/224]: 0.05811285972595215
[27/224]: 0.05811550503685361
[28/224]: 0.05537059193565732
[29/224]: 0.05466952778044201
[30/224]: 0.055342339334033784
[31/224]: 0.05764369737534296
[32/224]: 0.06012188820611863
[33/224]: 0.05436278524852935
[34/224]: 0.05884460040501186
[35/224]: 0.056419752892993745
[36/224]: 0.06519582158043272
[37/224]: 0.11552783421107701
[38/224]: 0.08690054076058525
[39/224]: 0.056811764126732237
[40/224]: 0.06334382011776879
[41/224]: 0.057611340568179174
[42/224]: 0.054428543363298686
[43/224]: 0.05824074291047596
[44/224]: 0.0537041255405971
[45/224]: 0.05533780370439802
[46/224]: 0.05512915906451997
[47/224]: 0.056180511202131
[48/224]: 0.05673294407980783
[49/224]: 0.056078127452305386
[50/224]: 0.05589435214088077
[51/224]: 0.05435825529552642
[52/224]: 0.05784273147583008
[53/224]: 0.05247394811539423
[54/224]: 0.054779955318995883
[55/224]: 0.055584987004597984
[56/224]: 0.05412387280237107
[57/224]: 0.06671522912524995
[58/224]: 0.05476272106170654
[59/224]: 0.05580088638124012
