
Currently Loaded Modules:
  1) gcc/11.2.0   2) anaconda3/2021.05   3) cuda/11.7.0   4) cudnn/8.4.1.50

 

job is starting on gpub048.delta.internal.ncsa.edu
2022-07-28 00:02:14.897654: I tensorflow/core/platform/cpu_feature_guard.cc:151] This TensorFlow binary is optimized with oneAPI Deep Neural Network Library (oneDNN) to use the following CPU instructions in performance-critical operations:  AVX2 FMA
To enable them in other operations, rebuild TensorFlow with the appropriate compiler flags.
2022-07-28 00:02:22.236459: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1525] Created device /job:localhost/replica:0/task:0/device:GPU:0 with 43525 MB memory:  -> device: 0, name: NVIDIA A40, pci bus id: 0000:46:00.0, compute capability: 8.6
2022-07-28 00:02:43.590138: I tensorflow/stream_executor/cuda/cuda_dnn.cc:368] Loaded cuDNN version 8401
raw directories:
/u/skhan/stem-learning/data/Gr/Gr_0/exp_1K/
/u/skhan/stem-learning/data/Gr/Gr_0/sim_1K/
256 directories:
/u/skhan/stem-learning/data/Gr/Gr_0/exp_1K_256_slices/
/u/skhan/stem-learning/data/Gr/Gr_0/sim_1K_gauss_0.4_256_slices/
parsing directories
loading checkpoint  /u/skhan/stem-learning/cycle_gan_results/checkpoints/checkpoint_20220727_MODEL_unet_ident_gen_fft_10_SIM_pristine_gaussian_0.4_EXP_Gr_0/ckpt-1
Latest checkpoint restored!
batch_idxs =  129
total epochs =  92.0
loading at epoch  4
4 0.002
[0/129]: 0.904489380972726
[1/129]: 0.07957712241581508
[2/129]: 0.05105195726667132
[3/129]: 0.050094473929632274
[4/129]: 0.05974503925868443
[5/129]: 0.05169774804796491
[6/129]: 0.04746109531039283
[7/129]: 0.04936716670081729
[8/129]: 0.05165557066599528
[9/129]: 0.051259245191301615
[10/129]: 0.05133950710296631
[11/129]: 0.056891384578886484
[12/129]: 0.052279795919145854
[13/129]: 0.06469160602206275
[14/129]: 0.05059799126216343
[15/129]: 0.05426076480320522
[16/129]: 0.054777752785455616
[17/129]: 0.05147440660567511
[18/129]: 0.05287650085630871
[19/129]: 0.05113599981580462
[20/129]: 0.051931943212236674
[21/129]: 0.058537931669326054
[22/129]: 0.08733784017108735
[23/129]: 0.061197820163908456
[24/129]: 0.1196095829918271
[25/129]: 0.05165016083490281
[26/129]: 0.054570941697983516
[27/129]: 0.05200060208638509
[28/129]: 0.05602379072280157
[29/129]: 0.056233037085760204
[30/129]: 0.05137596811567034
[31/129]: 0.05330180554162888
[32/129]: 0.04885848930903843
[33/129]: 0.04991113004230317
[34/129]: 0.051477364131382534
[35/129]: 0.057731072107950844
[36/129]: 0.05368200370243618
[37/129]: 0.05106289613814581
[38/129]: 0.052456532205854146
[39/129]: 0.052568520818437846
[40/129]: 0.054629694847833546
[41/129]: 0.05239098980313256
[42/129]: 0.05214606012616839
[43/129]: 0.05194995516822452
[44/129]: 0.053371486209687735
[45/129]: 0.05329694066728864
[46/129]: 0.0514195305960519
[47/129]: 0.055643717447916664
[48/129]: 0.053060667855398994
[49/129]: 0.05563936914716448
[50/129]: 0.05219007106054397
[51/129]: 0.05370437531244187
[52/129]: 0.053385842414129345
[53/129]: 0.0528340737024943
[54/129]: 0.04855073065984817
[55/129]: 0.05260151908511207
[56/129]: 0.0520588273093814
[57/129]: 0.05151389894031343
[58/129]: 0.0629138435636248
[59/129]: 0.054256041844685875
[60/129]: 0.05117700781141009
[61/129]: 0.05131613640558152
[62/129]: 0.04994088695162818
[63/129]: 0.05570917470114572
[64/129]: 0.051937733377729146
[65/129]: 0.051922605151221865
[66/129]: 0.05002368631817046
[67/129]: 0.051336532547360376
[68/129]: 0.05121266274225144
[69/129]: 0.05366910639263335
[70/129]: 0.05321597485315232
[71/129]: 0.05454599857330322
[72/129]: 0.055951129822503956
[73/129]: 0.05263452870505197
[74/129]: 0.05531891754695347
[75/129]: 0.053253037588936944
[76/129]: 0.07339271477290563
[77/129]: 0.05336934611910865
[78/129]: 0.05670575868515741
[79/129]: 0.05397395292917887
